Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,emmali_notes
19567,Rensselaer,"TROY (C) / Troy (C) Corrosion Control Treatment Optimization, Upgrade Water Treatment Plant","Rensselaer TROY (C) / Troy (C) Corrosion Control Treatment Optimization, Upgrade Water Treatment Plant","51,400","$16,070,000.00",80,"$8,200,822,007.00",
19660,Rensselaer,"TROY (C) / Troy (C) Lead service line replacement., Upgrade Distribution System","Rensselaer TROY (C) / Troy (C) Lead service line replacement., Upgrade Distribution System","4,300","$12,823,000.00",70,"$8,213,645,007.00",
19110,Rensselaer,"POESTENKILL WD #2 / Poestenkill (T) Creation of Poestenkill WD #2 to provide water to an area with PFAS contamination, New Water District","Rensselaer POESTENKILL WD #2 / Poestenkill (T) Creation of Poestenkill WD #2 to provide water to an area with PFAS contamination, New Water District",700,"$5,711,000.00",70,"$8,219,356,007.00",
17867,Rensselaer,"TROY (C) / Troy (C) Replace raw water transmission mains between Tomhannock and Troy WTP., Upgrade Transmission","Rensselaer TROY (C) / Troy (C) Replace raw water transmission mains between Tomhannock and Troy WTP., Upgrade Transmission","135,000",$0.00,55,"$8,219,356,007.00",
18995,Rensselaer,"TROY (C) / Troy (C) Phase 2 (North Section) RW Transmsission Main., Upgrade Transmission","Rensselaer TROY (C) / Troy (C) Phase 2 (North Section) RW Transmsission Main., Upgrade Transmission","51,400","$2,000,000.00",55,"$8,221,356,007.00",
18585,Rensselaer,"PETERSBURGH WATER DISTRICT / Petersburgh (T) Address PFAS, Develop Additional GW Source, Storage and Distribution Improvements., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Distribution System","Rensselaer PETERSBURGH WATER DISTRICT / Petersburgh (T) Address PFAS, Develop Additional GW Source, Storage and Distribution Improvements., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",240,$0.00,55,"$8,221,356,007.00",
19120,Rensselaer,"SCHODACK HIGHWAY GARAGE WATER DISTRICT / Schodack (T) Installation of new watermain and 500,000-gallon water storage tank on Route 9, New Storage, New Distribution System","Rensselaer SCHODACK HIGHWAY GARAGE WATER DISTRICT / Schodack (T) Installation of new watermain and 500,000-gallon water storage tank on Route 9, New Storage, New Distribution System",150,"$10,300,000.00",40,"$8,231,656,007.00",
19108,Rensselaer,"HOOSICK FALLS (V) /Hoosick Falls (V) Rogers Ave Tank replaement, watermain replacement and LSL replacement., Upgrade Storage, Upgrade Distribution System","Rensselaer HOOSICK FALLS (V) /Hoosick Falls (V) Rogers Ave Tank replaement, watermain replacement and LSL replacement., Upgrade Storage, Upgrade Distribution System","4,500","$7,000,000.00",40,"$8,238,656,007.00",
19534,Rensselaer,"RENSSELAER (C) PWS / Rensselaer (C) Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station","Rensselaer RENSSELAER (C) PWS / Rensselaer (C) Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station","9,800","$2,199,600.00",35,"$8,240,855,607.00",
19735,Rensselaer,"HOOSICK FALLS (V) / Hoosick Falls (V) Lead service line inventory., Upgrade Distribution System","Rensselaer HOOSICK FALLS (V) / Hoosick Falls (V) Lead service line inventory., Upgrade Distribution System","4,500","$492,000.00",30,"$8,241,347,607.00",
19138,Rensselaer,"RENSSELAER (C) PWS / Rensselaer (C) Lead Service Line Replacement, Upgrade Distribution System","Rensselaer RENSSELAER (C) PWS / Rensselaer (C) Lead Service Line Replacement, Upgrade Distribution System","9,210","$420,000.00",30,"$8,241,767,607.00",
19141,Rensselaer,"RENSSELAER (C) PWS / Rensselaer (C) Washington Avenue Main Replacement, Upgrade Distribution System","Rensselaer RENSSELAER (C) PWS / Rensselaer (C) Washington Avenue Main Replacement, Upgrade Distribution System","9,210","$3,219,551.00",25,"$8,244,987,158.00",
19874,Rensselaer,"RENSSELAER (C) / Rensselaer (C) 3rd Avenue PRV and meter vault replacement., Upgrade Other Expenses, Upgrade Other (OT)","Rensselaer RENSSELAER (C) / Rensselaer (C) 3rd Avenue PRV and meter vault replacement., Upgrade Other Expenses, Upgrade Other (OT)","9,531","$492,970.00",25,"$8,245,480,128.00",
19383,Rensselaer,"EAST GREENBUSH (T) / East Greenbush (T) Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station","Rensselaer EAST GREENBUSH (T) / East Greenbush (T) Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station","21,000","$2,199,600.00",20,"$8,247,679,728.00",
18959,Rensselaer,NASSAU (V) PWS / Nassau (V) Upgrade Distribution System,Rensselaer NASSAU (V) PWS / Nassau (V) Upgrade Distribution System,"1,250","$721,000.00",10,"$8,248,400,728.00",
18942,Rockland,"SUFFERN (V) / Suffern (V) PFAS Removal, Upgrade Water Treatment Plant","Rockland SUFFERN (V) / Suffern (V) PFAS Removal, Upgrade Water Treatment Plant","11,000","$532,800.00",80,"$8,248,933,528.00",
19171,Rockland,"NYACK VILLAGE WATER SUPPLY / Nyack (V) PFAS Treatment at Nyack Water Plant., New Other Expenses, New Other (OT)","Rockland NYACK VILLAGE WATER SUPPLY / Nyack (V) PFAS Treatment at Nyack Water Plant., New Other Expenses, New Other (OT)","14,700","$4,749,320.00",65,"$8,253,682,848.00",
19479,Rockland,"SUFFERN (V) / Suffern (V) Iron and Manganese Filtration System Rehab, Upgrade Water Treatment Plant","Rockland SUFFERN (V) / Suffern (V) Iron and Manganese Filtration System Rehab, Upgrade Water Treatment Plant","11,441","$1,944,228.00",20,"$8,255,627,076.00",
19625,Rockland,"SUFFERN (V) / Suffern (V) Lead Service Line Inventory., Upgrade Distribution System","Rockland SUFFERN (V) / Suffern (V) Lead Service Line Inventory., Upgrade Distribution System","12,000","$662,545.00",15,"$8,256,289,621.00",
19642,Rockland,"SUFFERN (V) / Suffern (V) Well 5 Installation, New Ground Water Source","Rockland SUFFERN (V) / Suffern (V) Well 5 Installation, New Ground Water Source","12,000","$2,100,000.00",10,"$8,258,389,621.00",
18944,Rockland,"SUFFERN (V) / Suffern (V) Standby Generator Installation at wellfield and Bon Aire Pump Station, Upgrade Ground Water Source, Upgrade Pump Station","Rockland SUFFERN (V) / Suffern (V) Standby Generator Installation at wellfield and Bon Aire Pump Station, Upgrade Ground Water Source, Upgrade Pump Station","12,000","$1,097,815.00",10,"$8,259,487,436.00",
18943,Rockland,"SUFFERN (V) / Suffern (V) Water meter replacement, Upgrade Distribution System","Rockland SUFFERN (V) / Suffern (V) Water meter replacement, Upgrade Distribution System","12,000","$2,275,004.00",10,"$8,261,762,440.00",
18577,Saratoga,"MECHANICVILLE CITY / Mechanicville (C) Filtration Upgrades., Upgrade Water Treatment Plant","Saratoga MECHANICVILLE CITY / Mechanicville (C) Filtration Upgrades., Upgrade Water Treatment Plant","5,100","$100,000.00",1095,"$8,261,862,440.00",
19805,Saratoga,"SOUTH GLENS FALLS (V) / South Glens Falls (V) Replacement of aged water main along Ferry Boulevard, Upgrade Distribution System","Saratoga SOUTH GLENS FALLS (V) / South Glens Falls (V) Replacement of aged water main along Ferry Boulevard, Upgrade Distribution System","3,744","$1,000,000.00",50,"$8,262,862,440.00",
19829,Saratoga,"CLIFTON PARK (T) / Clifton Park (T) Extension of Water Main to serve new service area., Extend Water District","Saratoga CLIFTON PARK (T) / Clifton Park (T) Extension of Water Main to serve new service area., Extend Water District",280,"$3,370,000.00",45,"$8,266,232,440.00",
19555,Saratoga,"SCHUYLERVILLE-VICTORY WATER BOARD / Schuylerville-Victory WB Joint Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System","Saratoga SCHUYLERVILLE-VICTORY WATER BOARD / Schuylerville-Victory WB Joint Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System","2,200","$9,187,900.00",45,"$8,275,420,340.00",
19882,Saratoga,"CORINTH (V) / Corinth (V) WTP Upgrades, WM Replacement, Upgrade Water Treatment Plant, Upgrade Distribution System","Saratoga CORINTH (V) / Corinth (V) WTP Upgrades, WM Replacement, Upgrade Water Treatment Plant, Upgrade Distribution System","3,000","$14,996,000.00",45,"$8,290,416,340.00",
19588,Saratoga,"CORINTH (V) / Corinth (V) Replace water main along Hill Ave and Heath Ave, Upgrade Water Treatment Plant, Upgrade Distribution System","Saratoga CORINTH (V) / Corinth (V) Replace water main along Hill Ave and Heath Ave, Upgrade Water Treatment Plant, Upgrade Distribution System","3,000","$1,011,500.00",30,"$8,291,427,840.00",
19264,Saratoga,"BALLSTON SPA WATER SYSTEM / Ballston Spa (V) 2022 Infrastructure Improvements., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","Saratoga BALLSTON SPA WATER SYSTEM / Ballston Spa (V) 2022 Infrastructure Improvements., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","5,399","$14,068,000.00",30,"$8,305,495,840.00",
18866,Saratoga,"SARATOGA COUNTY WATER AUTHORITY / Saratoga County WA Cordero Blvd New Storage and Controls., New Storage","Saratoga SARATOGA COUNTY WATER AUTHORITY / Saratoga County WA Cordero Blvd New Storage and Controls., New Storage","100,000",$0.00,25,"$8,305,495,840.00",
19490,Saratoga,"SARATOGA SPRINGS (C) / Saratoga Springs (C) Loughberry Dam Reservoir Intake Rehab project, , Upgrade Surface Water Source","Saratoga SARATOGA SPRINGS (C) / Saratoga Springs (C) Loughberry Dam Reservoir Intake Rehab project, , Upgrade Surface Water Source","28,301","$8,786,960.00",25,"$8,314,282,800.00",
19875,Saratoga,"WATERFORD WATER WORKS / Waterford (T) Lead service line replacement., Upgrade Distribution System","Saratoga WATERFORD WATER WORKS / Waterford (T) Lead service line replacement., Upgrade Distribution System",366,"$2,208,887.00",20,"$8,316,491,686.00",
19737,Saratoga,"STILLWATER WATER DISTRICT NO. 6 / Stillwater (T) Replacement of water main in Water District No. 6, Upgrade Distribution System","Saratoga STILLWATER WATER DISTRICT NO. 6 / Stillwater (T) Replacement of water main in Water District No. 6, Upgrade Distribution System",170,"$2,639,000.00",15,"$8,319,130,686.00",
19491,Saratoga,"SARATOGA SPRINGS (C) / Saratoga Springs (C) Clinton Street Watermain replacement. , Upgrade Distribution System","Saratoga SARATOGA SPRINGS (C) / Saratoga Springs (C) Clinton Street Watermain replacement. , Upgrade Distribution System","5,466","$6,139,512.00",15,"$8,325,270,198.00",
19503,Saratoga,"STILLWATER (V) / Stillwater (V) Hudson Ave Water Main Replacement, Upgrade Distribution System","Saratoga STILLWATER (V) / Stillwater (V) Hudson Ave Water Main Replacement, Upgrade Distribution System","1,954","$2,945,000.00",10,"$8,328,215,198.00",
16510,Schenectady,"DELANSON (V) / Delanson (V) Address Stage 2 DBPR Violation., Upgrade Water Treatment Plant","Schenectady DELANSON (V) / Delanson (V) Address Stage 2 DBPR Violation., Upgrade Water Treatment Plant",165,$0.00,1090,"$8,328,215,198.00",
19820,Schenectady,"GLENVILLE (T) / Glenville (T) Installation of GAC for PFAS removal., Upgrade Water Treatment Plant","Schenectady GLENVILLE (T) / Glenville (T) Installation of GAC for PFAS removal., Upgrade Water Treatment Plant","16,000","$8,799,355.00",80,"$8,337,014,553.00",
18444,Schenectady,"SCOTIA (V) / Scotia (V) Water System Improvements., Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","Schenectady SCOTIA (V) / Scotia (V) Water System Improvements., Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","12,800","$8,000,000.00",50,"$8,345,014,553.00",
18979,Schenectady,"SCHENECTADY (C) / Schenectady (C) Phase 1 Rice Road Source and WTP Improvements,, Upgrade Water Treatment Plant, New Ground Water Source","Schenectady SCHENECTADY (C) / Schenectady (C) Phase 1 Rice Road Source and WTP Improvements,, Upgrade Water Treatment Plant, New Ground Water Source","60,000","$7,775,470.00",50,"$8,352,790,023.00",
19273,Schenectady,"SCHENECTADY (C) / Schenectady (C) Phase 2 Rice Road WTP Improvements., Upgrade Water Treatment Plant","Schenectady SCHENECTADY (C) / Schenectady (C) Phase 2 Rice Road WTP Improvements., Upgrade Water Treatment Plant","60,000","$8,221,460.00",45,"$8,361,011,483.00",
19450,Schenectady,"SCHENECTDAY (C) / Schenectady (C) Lead service line inventory., Upgrade Distribution System","Schenectady SCHENECTDAY (C) / Schenectady (C) Lead service line inventory., Upgrade Distribution System","62,000","$636,025.00",40,"$8,361,647,508.00",
19259,Schenectady,"ROTTERDAM (T) / Rotterdam (T) WD #5 High Priority Improvements., New Ground Water Source, Upgrade Distribution System","Schenectady ROTTERDAM (T) / Rotterdam (T) WD #5 High Priority Improvements., New Ground Water Source, Upgrade Distribution System","30,523","$34,917,000.00",40,"$8,396,564,508.00",
19641,Schenectady,"SCOTIA (V) / Scotia (V) Lead service line inventory., Upgrade Distribution System","Schenectady SCOTIA (V) / Scotia (V) Lead service line inventory., Upgrade Distribution System","12,800","$61,800.00",30,"$8,396,626,308.00",
19855,Schenectady,"ROTTERDAM (T) / Rotterdam (T) WD #3 & #4 Water System Improvements including reaplacing aged mains and a new GW well., New Ground Water Source, Upgrade Distribution System","Schenectady ROTTERDAM (T) / Rotterdam (T) WD #3 & #4 Water System Improvements including reaplacing aged mains and a new GW well., New Ground Water Source, Upgrade Distribution System","1,900","$8,577,000.00",30,"$8,405,203,308.00",
18868,Schenectady,"GLENVILLE WD #11 / Glenville (T) Upgrade WTP, rehab Lolik Lane Tanks #1 & #2, and Distribution. , Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","Schenectady GLENVILLE WD #11 / Glenville (T) Upgrade WTP, rehab Lolik Lane Tanks #1 & #2, and Distribution. , Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","15,000","$25,729,561.00",25,"$8,430,932,869.00",
18447,Schenectady,"PRINCETOWN WATER SUPPLY / Princetown (T) Replacement of corroded distribution system components, Upgrade Distribution System","Schenectady PRINCETOWN WATER SUPPLY / Princetown (T) Replacement of corroded distribution system components, Upgrade Distribution System",600,"$1,214,500.00",10,"$8,432,147,369.00",
17504,Schoharie,"CENTRAL BRIDGE WATER DISTRICT / Central Bridge WD Upgrade water treatment plant for DBP control and organics removal., Upgrade Water Treatment Plant, Upgrade Distribution System","Schoharie CENTRAL BRIDGE WATER DISTRICT / Central Bridge WD Upgrade water treatment plant for DBP control and organics removal., Upgrade Water Treatment Plant, Upgrade Distribution System","1,061","$1,000,000.00",1160,"$8,433,147,369.00",
17572,Schoharie,"SHARON SPRINGS VILLAGE / Sharon Springs (V) Water system improvements., Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","Schoharie SHARON SPRINGS VILLAGE / Sharon Springs (V) Water system improvements., Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",547,"$450,000.00",1125,"$8,433,597,369.00",
17787,Schoharie,"SCHOHARIE VILLAGE / Schoharie (V) Water System Improvements., Upgrade Water Treatment Plant, Upgrade Storage, New Pump Station, Upgrade Distribution System","Schoharie SCHOHARIE VILLAGE / Schoharie (V) Water System Improvements., Upgrade Water Treatment Plant, Upgrade Storage, New Pump Station, Upgrade Distribution System","1,030",$0.00,50,"$8,433,597,369.00",
18934,Schoharie,"COBLESKILL WATER DISTRICT / Cobleskill (T) Extension of Cobleskill (V) to Cobleskill (T) WD #2, Extend Distribution System","Schoharie COBLESKILL WATER DISTRICT / Cobleskill (T) Extension of Cobleskill (V) to Cobleskill (T) WD #2, Extend Distribution System",201,"$535,600.00",30,"$8,434,132,969.00",
18811,Schuyler,"WATKINS GLEN VILLAGE / Watkins Glen (V) Water System Improvements. Address CT and Turbidity Issues, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","Schuyler WATKINS GLEN VILLAGE / Watkins Glen (V) Water System Improvements. Address CT and Turbidity Issues, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","2,149",$0.00,1145,"$8,434,132,969.00",
19102,Schuyler,"ODESSA VILLAGE / Odessa (V) Treatment Plant for iron, manganese, and arsenic; Water Main replacement; Tank mixer, New Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","Schuyler ODESSA VILLAGE / Odessa (V) Treatment Plant for iron, manganese, and arsenic; Water Main replacement; Tank mixer, New Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",810,"$10,251,410.00",115,"$8,444,384,379.00",
19616,Schuyler,"WATKINS GLEN VILLAGE / Watkins Glen (V) Lead Service Line Inventory., Upgrade Distribution System","Schuyler WATKINS GLEN VILLAGE / Watkins Glen (V) Lead Service Line Inventory., Upgrade Distribution System","1,863","$1,239,000.00",40,"$8,445,623,379.00",
18815,Schuyler,"MONTOUR FALLS / Montour Falls (V) Replace Aged Undersized Distribution Mains., Upgrade Distribution System","Schuyler MONTOUR FALLS / Montour Falls (V) Replace Aged Undersized Distribution Mains., Upgrade Distribution System","1,800","$4,685,856.00",40,"$8,450,309,235.00",
18214,Seneca,"WATERLOO (V) / Waterloo (V) WTP, Distribution, and Storage Improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Inter-Connection","Seneca WATERLOO (V) / Waterloo (V) WTP, Distribution, and Storage Improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Inter-Connection","16,900","$300,000.00",1115,"$8,450,609,235.00",
