Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Source Document
15542,Ontario,COUNTY ROAD 30 - EAST BLOOMFIELD / East Bloomfield (T),System Consolidation,60,"$86,000",35,"$4,995,360,204",NY_Y0_multiyear-0008
16358,Ontario,CANANDAIGUA CITY / Canandaigua (C),"Replacement of water reservoir cover., Upgrade Storage","11,264","$375,000",30,"$4,995,735,204",NY_Y0_multiyear-0008
16356,Ontario,CANANDAIGUA CITY / Canandaigua (C),"Painting of storage tanks., Upgrade Storage","11,264","$450,000",30,"$4,996,185,204",NY_Y0_multiyear-0008
16353,Ontario,CANANDAIGUA CITY / Canandaigua (C),Upgrade Transmission,"11,264","$445,000",30,"$4,996,630,204",NY_Y0_multiyear-0008
17521,Ontario,RUSHVILLE VILLAGE / Rushville (V),New Pump Station,621,"$473,800",30,"$4,997,104,004",NY_Y0_multiyear-0008
17896,Ontario,WHITE ROAD WD / Phelps (T),Upgrade Distribution System,45,"$213,700",25,"$4,997,317,704",NY_Y0_multiyear-0008
15520,Ontario,VICTOR VILLAGE / Victor (V),"Upgrade Transmission, Upgrade Distribution System","2,443","$606,387",25,"$4,997,924,091",NY_Y0_multiyear-0008
18542,Ontario,CANANDAIGUA TOWN CONS. WD / Canandaigua (T),"New Transmission, New Storage, New Pump Station","6,300","$7,570,500",25,"$5,005,494,591",NY_Y0_multiyear-0008
16355,Ontario,CANANDAIGUA CITY / Canandaigua (C),"Muar Lakes Water Main Replacement., Upgrade Distribution System","11,264","$110,000",25,"$5,005,604,591",NY_Y0_multiyear-0008
16354,Ontario,CANANDAIGUA CITY / Canandaigua (C),"North Street water main replacement., Upgrade Distribution System","11,264","$294,000",25,"$5,005,898,591",NY_Y0_multiyear-0008
16352,Ontario,CANANDAIGUA CITY / Canandaigua (C),"West Gibson Street water main., Upgrade Distribution System","11,264","$200,000",25,"$5,006,098,591",NY_Y0_multiyear-0008
15548,Ontario,NYS RT. 5 EXTENSION - EAST BLOOMFIELD / East Bloomfield (T),Inter-Connection,120,"$199,563",25,"$5,006,298,154",NY_Y0_multiyear-0008
15217,Ontario,BLOOMFIELD (V) - OAKMOUNT AVE / Bloomfield (V),"New Ground Water Source, New Storage",750,"$978,500",25,"$5,007,276,654",NY_Y0_multiyear-0008
16757,Ontario,SHORTSVILLE VILLAGE / Shortsville (V),Upgrade Distribution System,"1,320","$134,000",20,"$5,007,410,654",NY_Y0_multiyear-0008
18040,Ontario,BLOOMFIELD VILLAGE / Bloomfield (V),Upgrade Distribution System,"1,675","$1,340,697",20,"$5,008,751,351",NY_Y0_multiyear-0008
17753,Ontario,CANANDAIGUA-FARMINGTON CONSOLIDATED W.D. / C & F Cosolidated WD,"Transmisstion Main for Canandaigua-Farmington Consolidated Water District, New Transmission","11,400","$2,866,490",15,"$5,011,617,841",NY_Y0_multiyear-0008
15226,Ontario,CLIFTON SPRINGS THRUWAY SERVICE AREA / NYS Thruway Authority,New Storage,"1,643","$208,000",10,"$5,011,825,841",NY_Y0_multiyear-0008
16039,Ontario,GORHAM TOWN WD / Gorham (T),New Storage,"4,500","$1,150,000",10,"$5,012,975,841",NY_Y0_multiyear-0008
16037,Ontario,GORHAM TOWN WD / Gorham (T),Upgrade Water Treatment Plant,"4,500","$108,500",10,"$5,013,084,341",NY_Y0_multiyear-0008
17898,Ontario,RUSHVILLE VILLAGE / Rushville (V),Upgrade Water Treatment Plant,621,"$1,969,200",5,"$5,015,053,541",NY_Y0_multiyear-0008
17579,Orange,NEWBURGH CONSOLIDATED WD / Newburgh (T),"Delaware Aqueduct Tap Filatration Plant& Chadwick Lake plant improvements Phase 2 of 17566, New Surface Water Treatment Rule Compliance Facility","22,800","$19,650,000",2185,"$5,034,703,541",NY_Y0_multiyear-0008
17515,Orange,NEWBURGH CITY / Newburgh (C),"Phase 2 of project 16754 Cost overrun, Upgrade Water Treatment Plant, Upgrade Transmission","28,000","$2,577,162",2165,"$5,037,280,703",NY_Y0_multiyear-0008
17449,Orange,HIGHLANDS (T) WD #2 / Highlands (T),"Phase 2 of DWSRF 16454 to provide well source capacity for Phase 1 which included, Upgrade Water Treatment Plant, New Ground Water Source, New Storage, Extend Distribution System","1,379","$4,748,700",2095,"$5,042,029,403",NY_Y0_multiyear-0008
16751,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"Expansion of service area to El Roi Estates, Monroe (T), Extend Distribution System","21,750","$2,245,040",145,"$5,044,274,443",NY_Y0_multiyear-0008
15722,Orange,MONROE WD #8 (SKYVIEW HILLS) / Monroe (T),"Extend system to serve area with private contaminated wells. , New Storage, New Pump Station, Upgrade Distribution System",544,"$1,761,644",135,"$5,046,036,087",NY_Y0_multiyear-0008
17617,Orange,BLOOMING GROVE WD #1-WORLEY HE / South Blooming Grove (V),"Transmission main with treatment plant to connect Water District 1 and 6 to Orange and Rockland Well., New Water Treatment Plant, New Transmission","1,500","$3,193,000",130,"$5,049,229,087",NY_Y0_multiyear-0008
16673,Orange,MIDDLETOWN CITY / Middletown (C),"New Transmission, New Storage, New Distribution System","26,500","$8,000,000",115,"$5,057,229,087",NY_Y0_multiyear-0008
16075,Orange,CHESTER VILLAGE / Chester (V),"Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, New Storage, New Distribution System","3,448","$2,097,850",110,"$5,059,326,937",NY_Y0_multiyear-0008
15227,Orange,MAYBROOK VILLAGE / Maybrook (V),"New Water Treatment Plant, New Ground Water Source","3,093","$238,000",110,"$5,059,564,937",NY_Y0_multiyear-0008
15819,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),Upgrade Water Treatment Plant,"21,750","$734,500",105,"$5,060,299,437",NY_Y0_multiyear-0008
16591,Orange,GREENVILLE (T) MUNI.L WATER SYSTEM 'A' / Greenville (T),New Complete System (New System),400,"$2,319,060",90,"$5,062,618,497",NY_Y0_multiyear-0008
17294,Orange,MONROE WATER DISTRICT / Monroe (T),"Upgrade Ground Water Source, New Transmission, Upgrade Distribution System","15,000","$6,344,800",90,"$5,068,963,297",NY_Y0_multiyear-0008
18583,Orange,PINE BUSH WATER DISTRICT / Crawford (T),"Develop new groundwater source, construction of new treatment building and installation of 8,700 ft of water main., New Water Treatment Plant, New Ground Water Source, New Transmission","7,000","$4,773,000",85,"$5,073,736,297",NY_Y0_multiyear-0008
18188,Orange,GOSHEN VILLAGE / Goshen (V),"Upgrade Water Treatment Plant, New Transmission","5,676","$11,000,000",75,"$5,084,736,297",NY_Y0_multiyear-0008
16027,Orange,BLOOMING GROVE WD #1-WORLEY HE / Blooming Grove (T),"New Ground Water Source, Upgrade Storage","1,500","$392,000",65,"$5,085,128,297",NY_Y0_multiyear-0008
17412,Orange,MONROE WD #12 (MONROE HILLS ESTATES) / Monroe (T),"Upgrade Water Treatment Plant, New Surface Water Source, Upgrade Storage",120,"$1,370,930",65,"$5,086,499,227",NY_Y0_multiyear-0008
18631,Orange,NEWBURGH CITY / Newburgh (C),"Replacement of filter media and installation of SCADA system., Upgrade Water Treatment Plant","28,000",$0,60,"$5,086,499,227",NY_Y0_multiyear-0008
15816,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),New Storage,"21,750","$1,000,000",60,"$5,087,499,227",NY_Y0_multiyear-0008
15669,Orange,MONROE WD #12 (MONROE HILLS ESTATES) / Monroe (T),"New well house, storage tank and emergency generator; upgrade welll transmission., Upgrade Transmission, New Storage, New Pump Station",120,"$1,496,250",60,"$5,088,995,477",NY_Y0_multiyear-0008
17952,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"Redevelop wells at the Star Expansion Well Field, Upgrade Ground Water Source","21,750","$4,452,690",55,"$5,093,448,167",NY_Y0_multiyear-0008
17951,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"Redevelopment of Wells 6 and 13A and new well at Well 13 Well Field, New Ground Water Source, Upgrade Ground Water Source","21,750","$3,805,747",55,"$5,097,253,914",NY_Y0_multiyear-0008
18208,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"Interconnection NYC Aqueduct, Water Filtration Plant, Transmission main. Related to project DWSRF 16906, New Water Treatment Plant, New Transmission, New Inter-Connection","21,750",$0,55,"$5,097,253,914",NY_Y0_multiyear-0008
16906,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"Transmission main, Mountainville Wells and Treatment, (2) pump stations. Related to Project DWSRF 18208, New Water Treatment Plant, New Ground Water Source, New Transmission, New Pump Station","21,750",$0,55,"$5,097,253,914",NY_Y0_multiyear-0008
18871,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Upgrade GW Sources and Treatment., Upgrade Water Treatment Plant, Upgrade Ground Water Source, New Ground Water Source","15,000","$7,682,997",55,"$5,104,936,911",NY_Y0_multiyear-0008
18304,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Installation of water main to serve the Woodland Acres Community, New Transmission","15,000","$1,012,500",50,"$5,105,949,411",NY_Y0_multiyear-0008
18857,Orange,CORNWALL-ON-HUDSON / Cornwall-on-Hudson (V),"Angola Road and Cedar Lane Area Improvements., Extend Distribution System, Upgrade Distribution System","9,300","$1,413,984",50,"$5,107,363,395",NY_Y0_multiyear-0008
18506,Orange,HIGHLANDS WD #1 / Highlands (T),"Water District #2 extensions - Phase IV, New Distribution System",600,"$850,000",45,"$5,108,213,395",NY_Y0_multiyear-0008
16150,Orange,WARWICK (T) / Warwick (T),"New Storage, Upgrade Pump Station, Upgrade Distribution System, System Consolidation",300,"$312,500",45,"$5,108,525,895",NY_Y0_multiyear-0008
17450,Orange,HIGHLANDS (T) WD #3 / Highlands (T),New Water District,"1,548","$8,105,700",45,"$5,116,631,595",NY_Y0_multiyear-0008
17293,Orange,WAYAWANDA WD #1 / Wawayanda (T),Extend Distribution System,50,"$208,941",45,"$5,116,840,536",NY_Y0_multiyear-0008
17994,Orange,DEERPARK WATER DISTRICT #1 / Deerpark (T),"New water system, New Complete System (New System)","2,000","$6,180,000",45,"$5,123,020,536",NY_Y0_multiyear-0008
15440,Orange,NEW WINDSOR CONSOLIDATED WD / Windsor (T),New Storage,"30,000","$154,500",45,"$5,123,175,036",NY_Y0_multiyear-0008
18935,Orange,WARWICK VILLAGE / Warwick (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","6,083","$48,241,000",45,"$5,171,416,036",NY_Y0_multiyear-0008
18100,Orange,PAINTED APRON VILLAGE / Painted Apron Water Company,"New Ground Water Source, New Storage, Upgrade Distribution System",150,"$1,000,000",45,"$5,172,416,036",NY_Y0_multiyear-0008
18851,Orange,GREENWOOD LAKE VILLAGE / Village of Greenwood Lake,"Village of Greenwood Lake water system improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","3,411","$5,665,000",45,"$5,178,081,036",NY_Y0_multiyear-0008
17950,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"New wells on Site 1, Site 2, Site 3 and Site 4., New Ground Water Source, New Transmission","21,750","$8,971,094",40,"$5,187,052,130",NY_Y0_multiyear-0008
18656,Orange,FLORIDA VILLAGE / Florida (V),"DBP reduction project., Upgrade Water Treatment Plant","2,757","$5,290,000",40,"$5,192,342,130",NY_Y0_multiyear-0008
18630,Orange,NEWBURGH CITY / Newburgh (C),"Replacement of water meters throughout the City., Upgrade Distribution System","28,000","$2,982,000",40,"$5,195,324,130",NY_Y0_multiyear-0008
16321,Orange,NEWBURGH CITY / Newburgh (C),"Grand Street waterline replacement and lead service removal, Upgrade Distribution System","28,000","$4,635,000",40,"$5,199,959,130",NY_Y0_multiyear-0008
17348,Orange,BELLVALE PARK W.D. / Warwick (T),"Replace wells, upgrade pump house and storage, New Ground Water Source, Upgrade Pump Station",100,"$453,200",40,"$5,200,412,330",NY_Y0_multiyear-0008
15471,Orange,NEW WINDSOR CONSOLIDATED WD / Windsor (T),New Pump Station,"30,000","$515,000",40,"$5,200,927,330",NY_Y0_multiyear-0008
15465,Orange,NEW WINDSOR CONSOLIDATED WD / Windsor (T),"Water filter plant expansion 3 mgd to 6 mgd, Upgrade Water Treatment Plant","30,000","$15,450,000",40,"$5,216,377,330",NY_Y0_multiyear-0008
18086,Orange,NEWBURGH CITY / City of Newburgh,"Upgrade Storage, New Storage","28,000","$2,600,000",40,"$5,218,977,330",NY_Y0_multiyear-0008
16312,Orange,NEWBURGH CITY / Newburgh (C),Upgrade Distribution System,"28,000","$1,545,000",35,"$5,220,522,330",NY_Y0_multiyear-0008
18186,Orange,KIRYAS JOEL VILLAGE / Village of Kiryas Joel,"Interconnection of Woodbury Heights Estates Water Company and the Village of Kiryas Joel., Upgrade Ground Water Source, New Transmission, New Pump Station, New Inter-Connection","21,750","$6,491,850",35,"$5,227,014,180",NY_Y0_multiyear-0008
18154,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"Provide for resiliency through the installation of six backup power generators for critical water system assets including for wells, a pump station, and a treatment plant to prevent loss of water during storm events,","21,750","$614,266",35,"$5,227,628,446",NY_Y0_multiyear-0008
18137,Orange,PORT JERVIS CITY / City of Port Jervis,Upgrade Distribution System,"9,000","$6,228,281",35,"$5,233,856,727",NY_Y0_multiyear-0008
18056,Orange,WARWICK VILLAGE / Warwick (V),"Upgrade Water Treatment Plant, New Ground Water Source","6,083","$323,725",35,"$5,234,180,452",NY_Y0_multiyear-0008
18950,Orange,ARROW PARK WD / Monroe (T),"Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",28,"$2,740,830",30,"$5,236,921,282",NY_Y0_multiyear-0008
17602,Orange,GREENWOOD LAKE VILLAGE / Greenwood Lake (V),Upgrade Water Treatment Plant,"3,411","$395,520",30,"$5,237,316,802",NY_Y0_multiyear-0008
18255,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),Distribution system upgrades,"15,000","$23,763,600",30,"$5,261,080,402",NY_Y0_multiyear-0008
18219,Orange,SUGAR LOAF HILLS / Chester (T),"Water system upgrades, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Pump Station",559,"$3,727,440",30,"$5,264,807,842",NY_Y0_multiyear-0008
18203,Orange,MIDDLETOWN CITY / Middletown (C),"Upgrade Storage, New Storage","26,500",$0,30,"$5,264,807,842",NY_Y0_multiyear-0008
16548,Orange,WALDEN VILLAGE / Walden (V),New Storage,"6,164","$716,500",25,"$5,265,524,342",NY_Y0_multiyear-0008
18644,Orange,MONROE VILLAGE / Monroe (V),"Replace asbestos watermain, rehab pump station and controls., Upgrade Pump Station, Upgrade Distribution System","8,892","$4,945,000",25,"$5,270,469,342",NY_Y0_multiyear-0008
16389,Orange,NEWBURGH CONSOLIDATED WD / Newburgh (T),Upgrade Pump Station,"22,800","$120,000",25,"$5,270,589,342",NY_Y0_multiyear-0008
15674,Orange,SCOTT ACRES / Scott Acres Water Co.,"New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",117,"$168,920",25,"$5,270,758,262",NY_Y0_multiyear-0008
18238,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Upgrade water treatment plant and drill new well for redundancy within the Town, Upgrade Water Treatment Plant, New Ground Water Source","15,000","$4,739,048",25,"$5,275,497,310",NY_Y0_multiyear-0008
18226,Orange,GOSHEN W.D. #2 (ARCADIA HILLS) / Goshen (T),"Rehabilitation of existing water tank and development of 2 new wells, New Ground Water Source, Upgrade Storage",998,"$350,000",25,"$5,275,847,310",NY_Y0_multiyear-0008
18211,Orange,HIGHLAND FALLS VILLAGE / Highland Falls (V),"Upgrade distribution system, Upgrade treatment components, Upgrade Water Treatment Plant, Upgrade Distribution System","4,400","$3,444,495",25,"$5,279,291,805",NY_Y0_multiyear-0009
17159,Orange,"KNOLLS WATER CO., INC. / Knolls Water Company","New Ground Water Source, Upgrade Storage, New Pump Station",230,"$250,000",25,"$5,279,541,805",NY_Y0_multiyear-0009
18801,Orange,MIDDLETOWN CITY / Middletown (C),Upgrade Transmission,"26,500","$12,800,000",25,"$5,292,341,805",NY_Y0_multiyear-0009
16621,Orange,HARRIMAN VILLAGE / Harriman (V),"River Road Pump Station, New Ground Water Source, New Pump Station","4,500","$128,750",25,"$5,292,470,555",NY_Y0_multiyear-0009
16545,Orange,WALDEN VILLAGE / Walden (V),Upgrade Distribution System,"6,164","$1,545,000",20,"$5,294,015,555",NY_Y0_multiyear-0009
16547,Orange,WALDEN VILLAGE / Walden (V),"Replacement of all water meters., Upgrade Other Expenses, Upgrade Other (OT)","6,164","$536,500",20,"$5,294,552,055",NY_Y0_multiyear-0009
16546,Orange,WALDEN VILLAGE / Walden (V),New Ground Water Source,"6,164","$865,000",20,"$5,295,417,055",NY_Y0_multiyear-0009
18710,Orange,MIDDLETOWN CITY / Middleton (C),Upgrade Distribution System,"26,500","$9,888,000",20,"$5,305,305,055",NY_Y0_multiyear-0009
16529,Orange,WHITLOCK FARMS / Whitlock Farms Water Corp.,"New Water Treatment Plant, Upgrade Distribution System",100,"$83,740",20,"$5,305,388,795",NY_Y0_multiyear-0009
15178,Orange,WOODBURY CONS. W.D. / Woodbury (T),"New Water Treatment Plant, New Ground Water Source","10,105","$2,127,000",20,"$5,307,515,795",NY_Y0_multiyear-0009
17551,Orange,ARLUCK WATER DISTRICT / Wawayanda (T),"Replacement of existing hydropneumatic system for the Arluck WD, Upgrade Pump Station",118,"$85,000",20,"$5,307,600,795",NY_Y0_multiyear-0009
17346,Orange,WOODBURY CONS. W.D. / Woodbury (T),"Repaint Overlook Storage Tank, Upgrade Storage","10,105","$218,360",20,"$5,307,819,155",NY_Y0_multiyear-0009
18233,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Refurbishment/Repair of existing water storage tanks, Upgrade Storage","15,000","$2,406,250",20,"$5,310,225,405",NY_Y0_multiyear-0009
18227,Orange,WALTON LAKE ESTATES W.D. / Chester (T),"Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",624,"$3,354,696",20,"$5,313,580,101",NY_Y0_multiyear-0009
18212,Orange,HIGHLAND FALLS VILLAGE / Highland Falls (V),"New raw water transmission line to replace existing open trench transmission, Upgrade Transmission","4,400","$3,976,600",20,"$5,317,556,701",NY_Y0_multiyear-0009
17038,Orange,WARWICK VILLAGE / Warwick (V),Upgrade Storage,"6,083","$263,433",20,"$5,317,820,134",NY_Y0_multiyear-0009
16424,Orange,WARWICK VILLAGE / Warwick (V),"Taste & odor control, Upgrade Water Treatment Plant","6,083","$100,000",20,"$5,317,920,134",NY_Y0_multiyear-0009
16594,Orange,CAMPBELLS WATER SUPPLY / Campbells Water Supply,Upgrade Pump Station,40,"$115,000",15,"$5,318,035,134",NY_Y0_multiyear-0009
18640,Orange,NEW WINDSOR CONSOLIDATED WD / New Windsor (T),"Replacement of water meters., Upgrade Distribution System","30,000","$4,743,750",15,"$5,322,778,884",NY_Y0_multiyear-0009
18616,Orange,WOODBURY CONS. W.D. / Woodbury (V),"Elevation of Well House No. 1., Upgrade Ground Water Source","10,105","$940,000",15,"$5,323,718,884",NY_Y0_multiyear-0009
17841,Orange,TUXEDO PARK (V) / Tuxedo (V),"East Village Transmission Line Replacement, Upgrade Transmission","1,100","$987,000",15,"$5,324,705,884",NY_Y0_multiyear-0009
17842,Orange,TUXEDO PARK (V) / Tuxedo (V),"Trans-Tuxedo Lake Transmission Line, Upgrade Transmission","1,100","$757,000",15,"$5,325,462,884",NY_Y0_multiyear-0009
16391,Orange,NEWBURGH CONSOLIDATED WD / Newburgh (T),Upgrade Storage,"22,800","$45,000",15,"$5,325,507,884",NY_Y0_multiyear-0009
18513,Orange,NEW WINDSOR CONSOLIDATED WD / New Windsor (T),"Upgrade Express Dr and Union Ave interconnections, Upgrade Inter-Connection","30,000","$779,000",15,"$5,326,286,884",NY_Y0_multiyear-0009
15404,Orange,WASHINGTONVILLE VILLAGE / Washingtonville (V),New Storage,"7,000","$665,000",15,"$5,326,951,884",NY_Y0_multiyear-0009
18505,Orange,STONE HEDGE / Goshen (T),"Replace Stone Hedge Drive water storage tank., Upgrade Storage",134,"$100,000",15,"$5,327,051,884",NY_Y0_multiyear-0009
18488,Orange,WOODBURY CONS. W.D. / Woodbury (V),"Replacement of Weygant Hill Water Storage Tank., Upgrade Storage","10,105","$848,700",15,"$5,327,900,584",NY_Y0_multiyear-0009
18460,Orange,GOSHEN W.D. #1 (HAMBLETONIAN PARK) / Goshen (T),"Replacement of Hambletonian Park Water Tank, Upgrade Storage",509,"$500,000",15,"$5,328,400,584",NY_Y0_multiyear-0009
18371,Orange,MAYBROOK VILLAGE / Village of Maybrook,New Storage,"3,093","$1,292,253",15,"$5,329,692,837",NY_Y0_multiyear-0009
