Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
19188,Oswego,TOWN OF CONSTANTIA WD NO. 3 / Constantia (T),"Water District 3 formation w/ new DI mains,valves and services, New Water District",140,"$3,230,080",55,"$7,876,915,919",,Multi-Year
19123,Oswego,MEXICO (V) / Mexico (V),"Phase 2 Distribution Main Replacement and Source Upgrades, Upgrade Ground Water Source, Upgrade Distribution System","1,848","$12,193,000",55,"$7,889,108,919",,Multi-Year
19515,Oswego,OSWEGO (C) / Oswego (C),"Ellen St. and Gardiner Hill HSZ Interconnect, and rehab Gardiner Hill Tank, Upgrade Storage, Upgrade Distribution System","1,700","$11,200,000",55,"$7,900,308,919",,Multi-Year
19533,Oswego,PARISH (V) / Parish (V),"New Village Municipal Water System, New Water District",534,"$13,047,010",50,"$7,913,355,929",,Multi-Year
19622,Oswego,OSWEGO (C) / Oswego (C),"Lead Service Line Replacement, Upgrade Distribution System","1,461","$6,096,000",40,"$7,919,451,929",,Multi-Year
17976,Otsego,SOUTHSIDE WATER DISTRICT NO. 5 / Oneonta (T),"Southside Water District No. 5. , New Ground Water Source, New Complete System (New System), New Storage, New Distribution System, New Water District","1,570","$1,000,000",1135,"$7,920,451,929",,Multi-Year
18197,Otsego,ONEONTA CITY / Oneonta (C),"WTP, Distribution, and Storage Upgrades., Upgrade Water Treatment Plant, New Storage","15,779",$0,1085,"$7,920,451,929",,Multi-Year
19433,Otsego,ONEONTA (C) / Oneonta (C),"Lead service line inventory., Upgrade Distribution System","16,000",$0,1040,"$7,920,451,929",,Multi-Year
18846,Otsego,RICHFIELD SPRINGS (V) / Richfield Springs (V),"Address SWTR Compliance and DBPs, SCADA/electrical upgrades, Distribution replacement and looping, Upgrade Water Treatment Plant, New Pump Station, New Distribution System","1,500","$20,680,000",200,"$7,941,131,929",,Multi-Year
17093,Otsego,HARTWICK WATER DISTRICT / Hartwick (T),"New Ground Water Source, Upgrade Storage, Upgrade Distribution System",416,"$3,760,078",95,"$7,944,892,007",,Multi-Year
18958,Otsego,VILLAGE OF OTEGO / Otego (V),"GW Source Development, WTP Resiliency, AC Pipe Replacement, Booster Station Replacement., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System","1,010",$0,65,"$7,944,892,007",,Multi-Year
18814,Otsego,EDMESTON (T) / Edmeston (T),"Treatment and Distribution System Improvements., Upgrade Water Treatment Plant, Upgrade Distribution System",900,"$10,903,200",55,"$7,955,795,207",,Multi-Year
19153,Otsego,ONEONTA (C) / Oneonta (C),"Distribution and Storage Improvements, Upgrade Storage, Upgrade Distribution System","16,000","$12,525,830",45,"$7,968,321,037",,Multi-Year
19966,Otsego,ONEONTA (C) / Oneonta (C),"Water System Improvements Cap Project - Phase 2 & distribution upgrades., Upgrade Water Treatment Plant, Upgrade Distribution System","16,000","$10,833,000",45,"$7,979,154,037",,Multi-Year
19620,Otsego,ONEONTA (C) / Oneonta (C),"Lead Service Line Replacement, Upgrade Distribution System","16,000","$1,445,000",40,"$7,980,599,037",,Multi-Year
19883,Otsego,WOODLAND WATER DISTRICT / Oneonta (T),"Asbestos Water Main Replacement & Extension, Upgrade Distribution System",320,"$1,485,000",20,"$7,982,084,037",,Multi-Year
19946,Putnam,FLORIDAN ESTATES / Floradan Estates Inc.,"New treatment for PFOA/PFOS removal, new well, water main replacement., New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",340,"$4,150,000",65,"$7,986,234,037",,Multi-Year
19971,Putnam,HILL SPARROW MASTER ASSOCIATION / Hill Sparrow Master Assoc,"Treatment of PFAS, iron and manganese, Upgrade Water Treatment Plant",432,"$5,058,886",65,"$7,991,292,923",,Multi-Year
19568,Putnam,KENT WD NO. 1 AND 2 / Kent (T),"Installation of Ion Exchange to remove PFAS, Upgrade Water Treatment Plant",480,"$1,004,000",55,"$7,992,296,923",,Multi-Year
19496,Putnam,STARR RIDGE MANOR / Southeast (T),"Starr Ridge - Installation of GAC treatment to address PFAS contamination, Upgrade Water Treatment Plant",295,"$3,000,000",55,"$7,995,296,923",,Multi-Year
19495,Putnam,BIRCH HILL ACRES / Southeast (T),"Birch Hill Acres - Installation of GAC treatment to address PFAS contamination, Upgrade Water Treatment Plant",60,"$3,000,000",55,"$7,998,296,923",,Multi-Year
19754,Putnam,KENT WD NO. 1 AND 2 / Kent (T),"Two new wells, storage tank replacement, and service connection relocation to increase CT, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",480,"$1,478,300",25,"$7,999,775,223",,Multi-Year
19962,Putnam,GRAYMOOR VILLAGE CORPORATION / Graymoor Village Corporation,"PFAS Treatment and Water System Improvements, Upgrade Water Treatment Plant",360,"$834,000",15,"$8,000,609,223",,Multi-Year
19566,Putnam,COLD SPRING (V) / Cold Spring (V),"Phillipstown Upper Dam Rehabilitation, Upgrade Surface Water Source","2,800","$7,749,000",5,"$8,008,358,223",,Multi-Year
19287,Rensselaer,TROY (C) / Troy (C),"Lead service line inventory., Upgrade Distribution System","51,400",$0,1070,"$8,008,358,223",,Multi-Year
19567,Rensselaer,TROY (C) / Troy (C),"Corrosion Control Treatment Optimization, Upgrade Water Treatment Plant","51,400","$16,070,000",80,"$8,024,428,223",,Multi-Year
19660,Rensselaer,TROY (C) / Troy (C),"Lead service line replacement., Upgrade Distribution System","4,300","$12,823,000",70,"$8,037,251,223",,Multi-Year
19110,Rensselaer,POESTENKILL WD #2 / Poestenkill (T),"Creation of Poestenkill WD #2 to provide water to an area with PFAS contamination, New Water District",700,"$5,711,000",70,"$8,042,962,223",,Multi-Year
19994,Rensselaer,TROY (C) / Troy (C),"Lead Service Line Inventory., Upgrade Distribution System","12,750","$3,517,000",70,"$8,046,479,223",,Multi-Year
19993,Rensselaer,TROY (C) / Troy (C),"Lead Service Line Replacement., Upgrade Distribution System","4,300","$19,580,000",70,"$8,066,059,223",,Multi-Year
18585,Rensselaer,PETERSBURGH WATER DISTRICT / Petersburgh (T),"Address PFAS, Develop Additional GW Source, Storage and Distribution Improvements., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",240,$0,55,"$8,066,059,223",,Multi-Year
18995,Rensselaer,TROY (C) / Troy (C),"Phase 2 (North Section) RW Transmsission Main., Upgrade Transmission","51,400","$2,000,000",55,"$8,068,059,223",,Multi-Year
19120,Rensselaer,SCHODACK HIGHWAY GARAGE WATER DISTRICT / Schodack (T),"Installation of new watermain and 500,000-gallon water storage tank on Route 9, New Storage, New Distribution System",150,"$10,300,000",40,"$8,078,359,223",,Multi-Year
19108,Rensselaer,HOOSICK FALLS (V) / Hoosick Falls (V),"Rogers Ave Tank replaement, watermain replacement and LSL replacement., Upgrade Storage, Upgrade Distribution System","4,500","$7,000,000",40,"$8,085,359,223",,Multi-Year
19534,Rensselaer,RENSSELAER (C) PWS / Rensselaer (C),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station","9,800","$2,199,600",35,"$8,087,558,823",,Multi-Year
19138,Rensselaer,RENSSELAER (C) PWS / Rensselaer (C),"Lead Service Line Replacement, Upgrade Distribution System","9,210","$420,000",30,"$8,087,978,823",,Multi-Year
19874,Rensselaer,RENSSELAER (C) / Rensselaer (C),"3rd Avenue PRV and meter vault replacement., Upgrade Other Expenses, Upgrade Other (OT)","9,531","$492,970",25,"$8,088,471,793",,Multi-Year
19141,Rensselaer,RENSSELAER (C) PWS / Rensselaer (C),"Washington Avenue Main Replacement, Upgrade Distribution System","9,210","$3,219,551",25,"$8,091,691,344",,Multi-Year
19383,Rensselaer,EAST GREENBUSH (T) / East Greenbush (T),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station","21,000","$2,199,600",20,"$8,093,890,944",,Multi-Year
18959,Rensselaer,NASSAU (V) PWS / Nassau (V),Upgrade Distribution System,"1,250","$721,000",10,"$8,094,611,944",,Multi-Year
18942,Rockland,SUFFERN (V) / Suffern (V),"PFAS Removal, Upgrade Water Treatment Plant","11,000",$0,1080,"$8,094,611,944",,Multi-Year
19171,Rockland,NYACK VILLAGE WATER SUPPLY / Nyack (V),"PFAS Treatment at Nyack Water Plant., New Other Expenses, New Other (OT)","14,700","$4,749,320",65,"$8,099,361,264",,Multi-Year
19479,Rockland,SUFFERN (V) / Suffern (V),"Iron and Manganese Filtration System Rehab, Upgrade Water Treatment Plant","11,441","$1,944,228",20,"$8,101,305,492",,Multi-Year
19625,Rockland,SUFFERN (V) / Suffern (V),"Lead Service Line Inventory., Upgrade Distribution System","12,000","$662,545",15,"$8,101,968,037",,Multi-Year
18944,Rockland,SUFFERN (V) / Suffern (V),"Standby Generator Installation at wellfield and Bon Aire Pump Station, Upgrade Ground Water Source, Upgrade Pump Station","12,000","$1,097,815",10,"$8,103,065,852",,Multi-Year
18943,Rockland,SUFFERN (V) / Suffern (V),"Water meter replacement, Upgrade Distribution System","12,000","$2,275,004",10,"$8,105,340,856",,Multi-Year
19642,Rockland,SUFFERN (V) / Suffern (V),"Well 5 Installation, New Ground Water Source","12,000","$2,100,000",10,"$8,107,440,856",,Multi-Year
18577,Saratoga,MECHANICVILLE CITY / Mechanicville (C),"Filtration Upgrades., Upgrade Water Treatment Plant","5,100","$100,000",1095,"$8,107,540,856",,Multi-Year
19976,Saratoga,MECHANICVILLE (C) / Mechanicville (C),"Storage upgrades, water treatment plant upgrades, DBP mitigation, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","5,000","$18,106,000",90,"$8,125,646,856",,Multi-Year
19555,Saratoga,SCHUYLERVILLE-VICTORY WATER BOARD / Schuylerville-Victory WB,"Joint Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System","2,200","$9,187,900",55,"$8,134,834,756",,Multi-Year
19805,Saratoga,SOUTH GLENS FALLS (V) / South Glens Falls (V),"Replacement of aged water main along Ferry Boulevard, Upgrade Distribution System","3,744","$1,000,000",50,"$8,135,834,756",,Multi-Year
19829,Saratoga,CLIFTON PARK (T) / Clifton Park (T),"East Side WD. Extension of Water Main to serve new service area., Extend Water District",280,"$3,370,000",45,"$8,139,204,756",,Multi-Year
19913,Saratoga,SOUTH GLENS FALLS (V) / South Glens Falls (V),"Replacement of approximately 3,350 LF of water main, Upgrade Distribution System",81,"$1,545,000",35,"$8,140,749,756",,Multi-Year
19882,Saratoga,CORINTH (V) / Corinth (V),"Main st and Sherman Ave water main replacements, Upgrade Distribution System","3,000","$5,268,300",30,"$8,146,018,056",,Multi-Year
19264,Saratoga,BALLSTON SPA WATER SYSTEM / Ballston Spa (V),"2022 Infrastructure Improvements., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","5,399","$14,068,000",30,"$8,160,086,056",,Multi-Year
19588,Saratoga,CORINTH (V) / Corinth (V),"Replace water main along Hill Ave and Heath Ave, Upgrade Distribution System","3,000","$1,324,500",30,"$8,161,410,556",,Multi-Year
18866,Saratoga,SARATOGA COUNTY WATER AUTHORITY / Saratoga County WA,"Cordero Blvd New Storage and Controls., New Storage","100,000",$0,25,"$8,161,410,556",,Multi-Year
19490,Saratoga,SARATOGA SPRINGS (C) / Saratoga Springs (C),"Loughberry Dam Reservoir Intake Rehab project, , Upgrade Surface Water Source","28,301","$8,786,960",25,"$8,170,197,516",,Multi-Year
19875,Saratoga,WATERFORD WATER WORKS / Waterford (T),"Lead service line replacement., Upgrade Distribution System",366,"$1,438,456",20,"$8,171,635,972",,Multi-Year
19737,Saratoga,STILLWATER WATER DISTRICT NO. 6 / Stillwater (T),"Replacement of water main in Water District No. 6, Upgrade Distribution System",170,"$2,639,000",15,"$8,174,274,972",,Multi-Year
19491,Saratoga,SARATOGA SPRINGS (C) / Saratoga Springs (C),"Clinton Street Watermain replacement. , Upgrade Distribution System","5,466","$6,139,512",15,"$8,180,414,484",,Multi-Year
19503,Saratoga,STILLWATER (V) / Stillwater (V),"Hudson Ave Water Main Replacement, Upgrade Distribution System","1,954","$2,945,000",10,"$8,183,359,484",,Multi-Year
16510,Schenectady,DELANSON (V) / Delanson (V),"Address Stage 2 DBPR Violation., Upgrade Water Treatment Plant",335,$0,1090,"$8,183,359,484",,Multi-Year
19820,Schenectady,GLENVILLE (T) / Glenville (T),"Installation of GAC for PFAS removal., Upgrade Water Treatment Plant","16,000","$8,799,355",80,"$8,192,158,839",,Multi-Year
18444,Schenectady,SCOTIA (V) / Scotia (V),"Water System Improvements., Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","12,800","$8,000,000",50,"$8,200,158,839",,Multi-Year
18979,Schenectady,SCHENECTADY (C) / Schenectady (C),"Phase 1 Rice Road Source and WTP Improvements,, Upgrade Water Treatment Plant, New Ground Water Source","60,000","$7,775,470",50,"$8,207,934,309",,Multi-Year
19273,Schenectady,SCHENECTADY (C) / Schenectady (C),"Phase 2 Rice Road WTP Improvements., Upgrade Water Treatment Plant","60,000","$8,221,460",45,"$8,216,155,769",,Multi-Year
19259,Schenectady,ROTTERDAM (T) / Rotterdam (T),"WD #5 High Priority Improvements., New Ground Water Source, Upgrade Distribution System","30,523","$34,917,000",40,"$8,251,072,769",,Multi-Year
19450,Schenectady,SCHENECTDAY (C) / Schenectady (C),"Lead service line inventory., Upgrade Distribution System","62,000","$636,025",40,"$8,251,708,794",,Multi-Year
19855,Schenectady,ROTTERDAM (T) / Rotterdam (T),"WD #3 & #4 Water System Improvements including reaplacing aged mains and a new GW well., New Ground Water Source, Upgrade Distribution System","1,900","$8,577,000",30,"$8,260,285,794",,Multi-Year
19641,Schenectady,SCOTIA (V) / Scotia (V),"Lead service line inventory., Upgrade Distribution System","12,800","$61,800",30,"$8,260,347,594",,Multi-Year
18868,Schenectady,GLENVILLE (T) / Glenville (T),"Upgrade WTP, SCADA, HVAC and electrical; and replacement of well and high lift pumps., Upgrade Water Treatment Plant","16,000","$6,482,917",20,"$8,266,830,511",,Multi-Year
19968,Schenectady,ROTTERDAM WD NO. 5 / Rotterdam (T),"New 1 Million Gallon Water Storage Tank at the Schalmont Central School site. , New Storage","30,523","$4,889,925",20,"$8,271,720,436",,Multi-Year
19967,Schenectady,"ROTTERDAM WD NOS. 3, 4, & 5 / Rotterdam (T)","Water Metering for the Town of Rotterdam WD Nos. 3, 4 & 5., Upgrade Distribution System","30,523","$25,357,570",15,"$8,297,078,006",,Multi-Year
18447,Schenectady,WATER SYSTEM IMPROVEMENTS / Princetown (T),"Replacement of corroded distribution system components, Upgrade Distribution System",600,"$1,833,000",10,"$8,298,911,006",,Multi-Year
17504,Schoharie,CENTRAL BRIDGE WATER DISTRICT / Central Bridge WD,"Upgrade water treatment plant for DBP control and organics removal., Upgrade Water Treatment Plant, Upgrade Distribution System","1,061","$1,000,000",1160,"$8,299,911,006",,Multi-Year
19945,Schoharie,VILLAGE OF SHARON SPRINGS / Sharon Springs (V),"Source water, WTP and distribution system improvements to address DBPs., Upgrade Water Treatment Plant, Upgrade Surface Water Source, Upgrade Distribution System",558,"$5,000,000",85,"$8,304,911,006",,Multi-Year
18934,Schoharie,COBLESKILL WATER DISTRICT / Cobleskill (T),"Extension of Cobleskill (V) to Cobleskill (T) WD #2, Extend Distribution System",20,"$535,600",30,"$8,305,446,606",,Multi-Year
18811,Schuyler,WATKINS GLEN VILLAGE / Watkins Glen (V),"Water System Improvements. Address CT and Turbidity Issues, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","2,149",$0,1145,"$8,305,446,606",,Multi-Year
19102,Schuyler,ODESSA VILLAGE / Odessa (V),"Treatment Plant for iron, manganese, and arsenic; Water Main replacement; Tank mixer, New Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",810,"$11,000,000",115,"$8,316,446,606",,Multi-Year
20002,Schuyler,TOWN OF READING NEW WATER DISTRICT / Reading (T),"New Groundwater Source, Storage, and Distribution System to Provide Municpal to Residences on Private Wells., New Water District",250,"$10,288,670",85,"$8,326,735,276",,Multi-Year
19616,Schuyler,WATKINS GLEN VILLAGE / Watkins Glen (V),"Lead Service Line Inventory., Upgrade Distribution System","1,863","$1,239,000",40,"$8,327,974,276",,Multi-Year
18815,Schuyler,MONTOUR FALLS / Montour Falls (V),"Replace Aged Undersized Distribution Mains., Upgrade Distribution System","1,800","$4,828,000",40,"$8,332,802,276",,Multi-Year
18127,Seneca,INTERLAKEN VILLAGE / Interlaken (V),"Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",650,$0,1105,"$8,332,802,276",,Multi-Year
19335,Seneca,SENECA FALLS (T) / Seneca Falls (T),"Phase 1 of overall #19196 Project - WTP Upgrades and WM Extension, Upgrade Water Treatment Plant","9,027","$23,500,000",125,"$8,356,302,276",,Multi-Year
19196,Seneca,SENECA FALLS (T) / Seneca Falls (T),"Water Main Replacement and Extension & WTP Upgrades, Upgrade Water Treatment Plant, Extend Distribution System, Upgrade Distribution System","9,000","$67,514,000",105,"$8,423,816,276",,Multi-Year
18854,Seneca,WILLARD WD / Romulus (T),"Willard WD Distribution Improvements., Upgrade Distribution System",372,"$2,659,853",90,"$8,426,476,129",,Multi-Year
19571,Seneca,OVID (V) / Ovid (V),"New UF and RO systems, tank mixing and ventilation systems, replacement of water main. , New Other Expenses, New Water Treatment Plant, Upgrade Distribution System, New Other (OT)","1,056","$5,478,982",90,"$8,431,955,111",,Multi-Year
19951,Seneca,SENECA FALLS / Seneca Falls (T),"Phase 2 of DWSRF 19196., Upgrade Water Treatment Plant, Upgrade Distribution System","9,000","$16,995,000",90,"$8,448,950,111",,Multi-Year
19544,Seneca,TOWN OF FAYETTE WD NO. 8 / Fayette (T),"WD No. 8 Phase 2, Extend Distribution System",450,"$7,514,000",60,"$8,456,464,111",,Multi-Year
20004,Seneca,EDWARDS ROAD WD / Waterloo (T),"Edwards, Brewer, and Packwood Rd Water District Extension To Serve Customers on Residential Wells, Extend Water District",342,"$4,943,000",60,"$8,461,407,111",,Multi-Year
19410,Seneca,SENECA FALLS (T) / Seneca Falls (T),"Lead Service Line Inventory., Upgrade Distribution System","9,000","$1,088,710",35,"$8,462,495,821",,Multi-Year
